Date,Price,Floor
23.09.28,"15억 9,000",118동 6층
23.09.26,"17억 2,000",104동 22층
23.09.08,"16억 2,500",124동 7층
23.07.29,"15억 7,000",130동 12층
23.07.29,"16억 3,000",113동 14층
23.07.22,15억,113동 3층
23.07.08,17억,103동 25층
23.06.27,16억,118동 8층
23.06.25,"취소16억 2,500",113동 14층
23.06.09,17억,102동 33층
23.06.09,"15억 9,900",124동 9층
23.06.05,"16억 8,000",103동 16층
23.06.04,"15억 3,500",125동 13층
23.06.01,"14억 1,700",151동 2층
23.05.30,"15억 4,500",134동 12층
23.05.30,"16억 5,000",104동 21층
23.05.29,"15억 3,000",110동 15층
23.05.28,"15억 9,000",125동 14층
23.05.06,"16억 4,500",103동 31층
23.04.21,"16억 2,000",103동 16층
23.04.17,"15억 7,000",113동 17층
23.04.04,16억,104동 13층
23.03.20,"14억 7,000",110동 4층
23.03.11,"15억 5,000",106동 7층
23.03.02,"12억 8,400",112동 12층
23.03.01,14억,115동 1층
23.02.18,"15억 5,000",109동 27층
23.02.04,16억,103동 23층
23.02.04,"13억 8,500",112동 4층
23.01.28,"14억 4,700",118동 13층
22.12.24,"직14억 3,000",102동 33층
22.12.22,"14억 5,000",105동 8층
22.12.22,"취소14억 5,000",105동 8층
22.11.20,14억,124동 22층
22.10.08,"16억 5,000",102동 6층
22.07.30,16억,102동 10층
22.05.27,"17억 5,000",117동 17층
22.02.18,"18억 9,000",103동 14층
21.11.13,"18억 5,000",102동 12층
21.10.16,20억,102동 13층
21.09.04,"18억 9,000",106동 24층
21.08.21,"18억 8,500",104동 19층
21.08.19,"18억 5,000",104동 11층
21.05.13,"13억 6,500",125동 12층
21.03.26,"17억 6,000",103동 27층
21.02.08,"17억 6,000",110동 12층
21.01.11,18억,103동 29층
21.01.10,"16억 3,000",118동 9층
20.12.28,"15억 9,000",124동 18층
20.12.19,"16억 5,000",124동 7층
20.12.17,16억,124동 27층
20.12.05,"16억 2,000",115동 18층
20.11.07,"16억 8,000",110동 22층
20.09.24,"16억 5,000",125동 23층
20.08.20,"16억 2,000",109동 23층
