Date,Price,Floor
23.10.21,"23억 2,000",108동 34층
23.09.18,"22억 9,000",410동 26층
23.07.10,"22억 5,000",105동 33층
23.07.08,"22억 9,500",111동 13층
23.06.26,"22억 9,500",105동 31층
23.06.08,23억,111동 15층
23.04.29,22억,406동 26층
23.04.19,21억,406동 6층
23.04.19,"직18억 2,000",406동 16층
23.04.10,"20억 4,500",108동 13층
23.03.25,"21억 3,000",205동 20층
23.03.18,"21억 2,000",205동 14층
23.03.17,"19억 5,000",108동 13층
23.03.14,21억,406동 11층
23.03.09,"21억 5,000",111동 16층
23.02.13,"20억 9,000",315동 13층
23.02.13,"20억 2,000",105동 32층
23.02.06,21억,405동 12층
23.02.04,"20억 6,500",315동 10층
21.07.23,"25억 2,000",410동 14층
21.07.06,"21억 9,000",111동 4층
21.06.14,"22억 8,000",108동 2층
21.05.15,"23억 8,200",405동 23층
21.05.15,"22억 8,000",406동 3층
21.04.20,"22억 9,500",108동 22층
21.04.13,23억,410동 12층
21.02.18,"21억 2,000",514동 27층
21.02.03,"25억 2,500",314동 13층
20.12.17,"24억 5,000",22층 입주권
20.07.29,"21억 4,400",7층 입주권
20.07.08,"19억 3,000",31층 입주권
20.03.28,"17억 7,000",2층 분양권
20.03.05,"19억 9,000",27층 분양권
20.02.15,20억,14층 분양권
19.10.14,"20억 9,500",9층 분양권
